-12.1139416738	55.8815049667
-12.1053629983	55.8886351623
-12.1035938578	55.890118209
-12.100085676	55.8930654814
-12.0988079758	55.8940955594
-12.0967652323	55.8957651907
-12.0957611933	55.8966175363
-12.0904376321	55.9008957417
-12.0903329835	55.9009882696
-12.0879371798	55.9028553987
-12.0810851575	55.908061521
-12.0801517857	55.9088040806
-12.078873758	55.9098429334
-12.0766994138	55.9114885282
-12.0714899654	55.9158439053
-12.0675789998	55.9192227514
-12.066098963	55.9203474045
-12.0633381737	55.9226905816
-12.0540691089	55.9302296448
-12.0539635895	55.9303131711
-12.0528362242	55.9312491058
-12.0502515652	55.933407801
-12.0493010185	55.9341505336
-12.04784222	55.9353553321
-12.0465732631	55.9367352093
-12.0449659162	55.9382942478
-12.0431454	55.9402001437
-12.0430405345	55.9402926334
-12.0375678779	55.945677791
-12.0355324707	55.9475079567
-12.0333905564	55.9494126276
-12.0300121858	55.9523095894
-12.0282288959	55.9536839345
-12.0244131549	55.9567353207
-12.0228713766	55.9579238568
-12.021555433	55.9589270376
-12.0131368256	55.9654530313
-12.001616783	55.9754341143
-12.0004144981	55.9764702403
-11.9910140301	55.9840792866
-11.9865380328	55.9875859241
-11.9850586022	55.9887814284
-11.9834739407	55.9900693572
-11.976935507	55.9957650492
-11.9753947342	55.9972136159
-11.9727993584	55.9993438418
-11.9726781554	55.9994366606
-11.9653445963	56.0054744874
-11.9610935547	56.00904663
-11.9609883099	56.0091390531
-11.9572524957	56.0121143592
-11.9544901529	56.0141852495
-11.9511159179	56.0168640261
-11.9465688687	56.0205865457
-11.9457945598	56.0213781396
-11.9447536961	56.0224637564
-11.9430753514	56.0240320325
-11.9416504686	56.0251357783
-11.9398774338	56.0265174905
-11.9390759314	56.0271658573
-11.9373535143	56.028582281
-11.9343308157	56.0308476649
-11.9319468444	56.0326483147
-11.9258222855	56.0376390518
-11.9232716293	56.0397940591
-11.9211437607	56.041597401
-11.9190217973	56.0434814668
-11.9163394163	56.0456034805
-11.9123064697	56.0489888626
-11.898783856	56.0599237297
-11.8948987623	56.0629634335
-11.8926673627	56.0647057508
-11.8915575916	56.0655497867
-11.889347309	56.0673634577
-11.8888762186	56.0677250689
-11.8887539305	56.0678088353
-11.879578301	56.0753495178
-11.8777499729	56.0769113421
-11.8772218369	56.0773731163
-11.8771008315	56.0774748186
-11.8717258073	56.0821395467
-11.8702980798	56.0834761879
-11.8628390728	56.0897620503
-11.853854745	56.096981613
-11.8473251782	56.1022022399
-11.8460165363	56.1032122255
-11.8416969892	56.1067994839
-11.8402105494	56.1080202432
-11.8377631459	56.109955231
-11.8360225879	56.111442458
-11.8343388801	56.1128294747
-11.828832163	56.1173693637
-11.8248497123	56.1207684822
-11.8242312003	56.1213309574
-11.8227997425	56.1226580995
-11.8166902507	56.1277954636
-11.8125820409	56.1310442133
-11.8118070824	56.1316731069
-11.8103643387	56.1328565283
-11.8071663313	56.135356266
-11.80608482	56.1361988335
-11.8059627908	56.136291495
-11.802624138	56.1388572245
-11.800014385	56.1410467791
-11.7977049489	56.142941829
-11.797037467	56.1435052663
-11.7942711075	56.1459858784
-11.7941650947	56.146078165
-11.7857270962	56.1529654212
-11.7840391366	56.1543428061
-11.7812117627	56.1564469504
-11.777979708	56.1589736093
-11.7755163723	56.1609975161
-11.7733466105	56.1626282646
-11.770052423	56.1652010396
-11.7691892794	56.1659664536
-11.7672499728	56.167672819
-11.7620473733	56.1719510053
-11.7595315565	56.1741645042
-11.7582252757	56.1752723128
-11.7571306448	56.176186622
-11.7540157137	56.178817857
-11.7495923418	56.1823140731
-11.7451984324	56.1857824989
-11.7427773954	56.1877688092
-11.7392162015	56.1907241478
-11.737273166	56.1921873968
-11.7312768077	56.196958163
-11.7293640791	56.198402632
-11.7225021932	56.2046392054
-11.7223958488	56.2047314329
-11.720958458	56.2060664176
-11.7178992609	56.208641514
-11.7170574324	56.2092802273
-11.7143145747	56.2113179537
-11.7102923895	56.2142016214
-11.7101537793	56.2142945449
-11.7075683755	56.2160590058
-11.7041303751	56.2183184492
-11.7017629837	56.2199791396
-11.7006038454	56.2209302741
-11.6946243366	56.2260672908
-11.687460252	56.2325150858
-11.6830931408	56.2362951531
-11.6813355029	56.2379332044
-11.6794588192	56.2397176217
-11.6781197344	56.2411128567
-11.6768040174	56.2423817332
-11.6668704967	56.2513419616
-11.6618914765	56.2549726229
-11.6572860593	56.2584152805
-11.6547287697	56.2601959338
-11.6525774719	56.2617790731
-11.6472291537	56.26594733
-11.6432582597	56.2690253102
-11.6384632349	56.2730465157
-11.6383409886	56.2731479926
-11.6362335298	56.2749186455
-11.6298994062	56.2803115154
-11.6283107949	56.2816485511
-11.6272870497	56.2825061893
-11.6268114955	56.2828758111
-11.6267047069	56.2829679594
-11.6259099971	56.2836319724
-11.6163186824	56.2922480032
-11.6140210065	56.2941031626
-11.6044366339	56.3012350199
-11.6003517709	56.3044038035
-11.5946896524	56.3088818128
-11.5925953186	56.3104266915
-11.5854434545	56.3163375685
-11.5823145774	56.3190992639
-11.5799545028	56.3210359394
-11.5783021052	56.3224365305
-11.5765282268	56.3239564693
-11.5749826094	56.3252649112
