#midpoint_x midpoint_y name diameter emplacement_depth transgressive_height
424529.1715 6300655.7 Sill1202 8825.97175588 2.50514665587 0.407679720474
387927.219 6316107.135 Sill1203 4874.94937274 3.70982858359 1.0212874641
368546.154 6323832.965 Sill1204 3109.77420389 1.12248775964 0.134298281671
421569.736 6283818.49 Sill1205 7895.49727838 2.21723887974 0.172686764895
423430.8615 6282546.29 Sill1206 4087.26346462 1.59344423304 0.180746697543
423722.2405 6282342.605 Sill1207 2075.37478546 0.791041099235 0.166650033532
423756.159 6282334.46 Sill1208 5237.90439037 2.77622470281 0.396177031059
402582.745 6296967.755 Sill1209 8135.54243648 4.27607818632 0.70385072589
399321.419 6299183.245 Sill1210 3449.74277141 5.35096592921 0.599428319387
391246.569 6304521.275 Sill1211 2962.43175056 4.40529036232 0.371395666151
405020.5485 6295319.125 Sill1222 4522.66546055 4.66677514174 0.270185560081
399688.2865 6298933.285 Sill1223 8486.66410146 6.19839367497 0.616729221759
391932.5545 6304074.51 Sill1226 5724.47183606 0.8734217497 0.244642456702
409266.0965 6292299.845 Sill1229 625.178552022 1.47448797946 0.0414258976373
411032.9765 6291072.38 Sill1230 800.536776171 1.11633148044 0.0793593243717
465422.687 6267644.605 Sill1231 12713.6429227 3.61483790023 1.17237229065
466790.5635 6266766.71 Sill1232 8138.9236382 5.06086790822 0.842846119911
451893.1255 6276586.655 Sill1233 4872.43353826 3.51177929878 0.289188717148
451648.1165 6276748.485 Sill1234 4759.74339196 1.05556032108 0.35129754912
434818.4415 6288335.13 Sill1235 4755.0605584 3.1643145351 1.50065535691
444409.6145 6281876.975 Sill1236 2577.29349597 1.97155329821 0.442704474597
446550.6775 6280225.32 Sill1237 4240.22923133 1.10428474963 0.498490538213
448640.618 6278710.34 Sill1238 2371.93404791 1.99766161299 0.153145197824
432569.701 6289764.12 Sill1239 5203.09050754 2.37261059369 0.811451209746
419006.948 6298318.895 Sill1240 2545.39199062 1.66929202278 0.148889679486
426959.6915 6293296.8 Sill1241 11956.569462 3.4216680597 0.831529300105
431207.15 6290628.44 Sill1242 4176.15412483 4.22021391653 0.888040127234
412686.1035 6302573.94 Sill1243 6837.79133612 3.7705247675 0.640034616791
397833.124 6312631.25 Sill1244 3629.41997973 1.50463278119 0.109904218901
415462.959 6300711.485 Sill1245 2831.10804692 1.86119809929 0.285215759287
410799.3065 6303844.51 Sill1246 7930.27343777 2.98327176918 0.152033385931
399840.723 6311255.1 Sill1247 5893.30976159 5.50624155643 0.359767110387
418249.3595 6298827.215 Sill1248 3796.48699457 2.93104629785 0.638537483074
434924.9745 6288269.66 Sill1249 3278.65690581 4.26322167704 0.434784885403
441929.833 6283645.445 Sill1250 4474.8045219 1.34094422928 0.196087977368
471710.033 6263408.455 Sill1251 7599.17293478 5.15791684505 1.47954654989
443056.2235 6282810.09 Sill1252 4854.09067511 2.3893204447 0.500760967152
486636.4165 6286071.505 Sill1254 3925.04476382 4.41614479763 0.552996989905
477371.556 6292716.575 Sill1255 3226.20124459 2.54311700837 0.402211214703
473719.487 6295382.875 Sill1256 1489.38266641 2.08315904097 0.280009085163
268081.8995 6468959.77 Sill1257 9580.89293531 1.05687609947 0.776805425816
441885.3565 6364869.08 Sill1260 8910.5225532 1.1695239825 0.961230338582
441298.819 6366150.94 Sill1261 15588.0040132 2.92048544579 1.19724664886
444330.15 6376476.78 Sill1262 3696.1901101 3.17704664181 0.389236383938
444361.881 6384951.155 Sill1263 8812.51450123 2.993946365 0.962518388524
444919.157 6381674.17 Sill1264 6139.42420002 3.03153310408 0.710851817917
444423.3665 6395752.315 Sill1265 5732.19101948 2.33946328144 0.357481318165
444463.1445 6399447.175 Sill1266 7061.28251464 1.90412983712 0.275713363809
444683.2505 6422748.49 Sill1267 6723.82020103 2.17544451216 1.09094952868
444396.55 6389283.375 Sill1268 3456.42308355 2.6496239254 0.193451405487
446680.426 6413472.255 Sill1269 13147.2719279 1.39393661153 0.916059396975
444587.0255 6406089.805 Sill1271 4632.04943015 1.06835868713 0.128603970119
284454.1595 6451013.725 Sill1272 4815.71043634 6.11254342 1.74267611491
278463.8675 6442811.685 Sill1273 7421.20305638 1.35135035411 0.303138104717
281481.996 6447044.39 Sill1274 3751.46448211 1.91922182271 0.623687988899
290347.157 6458808.85 Sill1275 1949.44332567 2.75625609092 0.676837455223
488645.4 6306070.12 Sill1276 5556.88518233 2.41083062951 0.802073994423
389927.0095 6522282.91 Sill1277 8708.67753156 2.91629033045 0.433633894079
372918.7805 6266357.205 Sill1278 7016.76679657 2.56610097538 0.813291205863
349289.206 6284241.655 Sill1279 3755.51939422 5.29761531653 0.312510751791
397653.708 6340804.495 Sill1289 4250.10762491 1.16989109524 0.466008955981
401641.2495 6337859.58 Sill1290 3388.76357361 2.26160695086 0.456133280022
402944.601 6336898.455 Sill1291 3951.8099386 0.825385976791 0.248173731465
402864.6925 6336958.715 Sill1292 3226.43897728 3.31388532748 0.566780941275
400845.036 6338444.345 Sill1293 2163.14466326 2.0394145539 0.5071813201
405147.0915 6335281.4 Sill1294 4939.62470322 0.740722478617 0.254177845603
407584.718 6333533.075 Sill1295 6762.10283161 2.67412615428 0.503232154915
398906.0375 6339880.205 Sill1296 5838.17517424 1.58380511199 0.689682896712
439099.5295 6310694.91 Sill1297 5476.32629873 3.35794193151 0.960054565734
395159.3245 6342645.12 Sill1298 1949.86654142 1.13478506911 0.23927875923
407240.269 6333759.535 Sill1299 4087.54311187 0.823812019465 0.547464197131
453108.36 6299398.6 Sill1300 7923.70982919 7.17917929839 2.53232725189
441746.2945 6365842.34 Sill1302 7225.56655972 0.77359278807 0.357176079134
427994.3565 6376191.445 Sill1303 13149.167134 1.97507872483 1.14572961016
419330.3945 6382721.335 Sill1304 8924.10182128 1.05682081326 0.809331524688
408861.7785 6390637.38 Sill1305 6126.51240812 1.8020370304 0.499963083489
411790.907 6388417.88 Sill1306 8074.79251402 1.59995103154 0.31319114971
375435.818 6416136.91 Sill1308 4674.76133376 0.446971811537 0.227628355169
380318.384 6412448.73 Sill1309 2612.91306749 2.90092005126 0.174918344225
383113.5315 6410290.205 Sill1311 5650.49679677 1.71604046787 0.571004939928
404068.079 6394288.86 Sill1312 2924.62623665 1.98383862666 0.550339203656
409351.8595 6390259.05 Sill1313 3238.17104237 2.56195788102 0.728144431036
419306.6355 6382741.89 Sill1314 5611.608138 2.26119485431 0.271030043326
422172.6095 6380584.695 Sill1315 1787.62210809 1.6766187746 0.91453004417
386621.668 6407582.215 Sill1318 3613.04363563 0.879177304199 0.704591825209
402309.4195 6395609.595 Sill1320 3398.83001195 2.13185286059 0.641944722675
391492.365 6403845.68 Sill1322 1612.87429417 1.73798655939 0.253292208453
391986.3395 6403462.28 Sill1323 3888.7186214 1.81929611045 0.658284621302
411413.1885 6388695.03 Sill1325 2737.05028099 1.03559451131 0.0649165028196
472077.8665 6298836.06 Sill1326 9832.37349922 7.44003060979 1.78798439059
454858.502 6270319.525 Sill1327 6052.26239988 4.73043930571 0.759218749928
462045.893 6281764.63 Sill1328 5872.2158564 4.75610091538 0.425034951091
454360.2895 6269509.195 Sill1329 3925.2343554 2.55102873391 0.602325026201
467902.904 6291023.68 Sill1330 4862.77951172 8.50221842619 0.415654279459
468378.4685 6291772.84 Sill1331 3438.03517004 4.09413021769 0.144532596334
471774.2155 6297698.59 Sill1332 3870.55437763 5.74187052117 0.398544382985
416870.325 6440194.845 Sill1333 6850.72449044 2.81857653203 0.766351172269
411667.343 6443960.05 Sill1334 6976.49456351 1.07840057732 0.411272252446
432095.063 6427597.715 Sill1335 3739.78955704 0.9514470405 0.839997698264
421128.0715 6436788.43 Sill1336 7457.04664776 1.33726646745 0.204323259294
609857.3855 6607370.9 Sill1338 5457.47611404 6.84850962803 0.626255084351
418842.623 6438656.005 Sill1339 5286.0550447 3.6105845498 0.461914547711
403025.6325 6450179.06 Sill1341 12055.7451796 1.63241842413 0.317845541283
404210.3485 6449271.73 Sill1342 6348.07237353 1.31611924928 0.357219313782
399103.37 6453171.895 Sill1343 3829.38354215 2.35308858679 0.238613357708
424776.9325 6433756.575 Sill1344 2878.56921121 0.608393239272 0.394929958669
633939.4885 6577986.28 Sill1346 1937.40630744 1.3946122768 0.0790600196255
680167.088 6642863.965 Sill1347 3453.89574686 1.8441562987 0.341865157935
590945.346 6584174.335 Sill1348 3035.93070448 6.42462144106 0.708861545953
429979.485 6349019.79 Sill1349 7928.1367353 3.27307964064 0.536921348047
425005.9625 6342029.36 Sill1350 7407.82084372 4.52354844012 0.754009775322
421927.148 6400198.25 Sill1351 6141.14294281 2.67404517033 0.946837010256
427577.627 6395810.09 Sill1352 3764.49021113 3.16387545117 0.402101039247
429357.092 6394431.515 Sill1353 2062.9858722 3.49341346957 0.734632676593
439202.816 6386800.835 Sill1354 6473.98289452 3.0338403192 0.500231606791
430416.5495 6393614.56 Sill1355 4138.4746634 2.30268882593 0.840079152541
425797.716 6397188.44 Sill1356 3414.92690001 1.19325598764 0.400759473544
424157.5055 6398451.845 Sill1357 2001.66138402 1.13374354296 0.69513269775
366374.206 6444334.645 Sill1358 1849.12654951 1.20422578618 0.590043187119
378920.1715 6434594.195 Sill1362 3649.98241313 2.93582966126 0.391916815012
370017.4075 6441367.76 Sill1363 6024.1647912 1.05903068915 0.357065562659
383637.65 6431010.81 Sill1364 2675.05651365 0.700182886784 0.402927343104
408272.1885 6411231.06 Sill1365 2399.60828887 0.679129210917 0.377733964834
403293.8605 6415208.525 Sill1366 3650.24766035 2.10618381493 0.349399510566
380909.555 6433111.63 Sill1369 2212.00452362 1.36971239492 0.0427872838072
394891.854 6421905.675 Sill1373 3138.52525702 1.83297367219 0.81308140637
399638.4125 6418082.895 Sill1374 2675.10298565 1.95726095291 0.381917597829
398796.544 6418761.5 Sill1375 5937.85716967 1.0032406245 0.269306939141
379352.736 6434275.09 Sill1376 3499.75569945 4.17102839589 0.495921419632
381991.7845 6432284.24 Sill1377 3311.88856538 0.850613605433 0.320154560476
391977.9845 6424258.86 Sill1378 3376.87376101 1.09853653087 0.50634215255
397920.336 6419467.22 Sill1379 3312.68607665 0.41871965487 0.32069336985
399783.239 6417963.845 Sill1380 975.024305479 1.07823890346 0.233397987694
412169.03 6408030.32 Sill1381 5985.70445854 1.21035933255 0.418773715821
447724.815 6380086.805 Sill1382 2899.68526609 1.99844151767 0.558258240633
372771.324 6439188.08 Sill1383 3550.52291114 2.75720232122 0.326598474797
402541.8595 6415788.98 Sill1384 2475.49754083 1.14799222724 0.647388677095
406330.7355 6412794.17 Sill1385 5334.40804782 1.26768760165 0.213605671059
411142.234 6408884.76 Sill1386 2113.78292425 0.296024901841 0.138572916407
440776.0665 6385587.445 Sill1387 3650.30868454 1.16588994923 0.0694975901877
412466.127 6407790.92 Sill1388 4972.96621598 2.06659711438 0.519694432152
458955.583 6307742.56 Sill1389 3148.48516101 7.62856938928 0.263949174136
463870.9645 6315071.545 Sill1390 5876.00791429 4.80782035579 0.86297954325
422495.1475 6292589.36 Sill1393 6527.74293548 1.1752912161 0.0852379070084
400887.5625 6346634.595 Sill1394 2649.84945193 1.51405558169 0.445155447206
405693.6455 6343268.11 Sill1395 3506.09490925 1.6695192229 0.306781329913
409145.8635 6340897.07 Sill1396 3292.43417989 3.34113605165 0.546890357219
446967.756 6314211.665 Sill1397 6600.67073646 5.67800929075 1.21256721273
432033.474 6324588.075 Sill1398 3922.43207513 3.47756580359 1.10916703064
413511.778 6376965.68 Sill1399 2661.23728276 1.62767946314 0.730115382978
433806.0835 6361636.765 Sill1400 9489.56551521 3.55615926864 1.6200041702
441333.7025 6356127.705 Sill1401 5438.77279778 3.24701919389 0.424999255982
441798.1505 6355798.07 Sill1402 2400.78055464 3.21929563277 0.697743473544
456510.3645 6344985.44 Sill1403 4263.91727007 3.5029033398 0.976835447395
455667.0135 6345600.74 Sill1404 2176.01873067 4.01668421306 0.576846250581
453732.8735 6346983.625 Sill1405 3279.84424127 2.67599544041 0.426552695773
440953.4535 6356411.985 Sill1406 4339.22358335 4.05917410986 1.04296391202
444262.123 6353931.705 Sill1407 6231.95873196 2.00974182632 0.291991281201
615434.832 6564332.48 Sill1409 5923.76595285 1.14735766646 0.348796395201
473866.729 6309577.19 Sill1411 2263.73221225 1.3554165018 0.207091443736
439840.1235 6333976.575 Sill1412 4499.99572141 5.24642461521 0.284651794639
483450.5875 6302848.085 Sill1413 1188.12745225 3.99420743664 0.150466616115
279058.462 6448042.635 Sill1414 2812.94493707 0.421513208329 0.215253710321
378315.2435 6320073.395 Sill1415 1822.01733491 2.15441526542 0.0909106984695
375191.981 6321287.485 Sill1417 3133.37776508 1.23141135251 0.251258512504
377680.875 6320318.36 Sill1420 1784.3318278 0.926917208862 0.225742497819
