,diameter,emplacement_depth,midpoint_x,midpoint_y,name,transgressive_height
0,9081.468431729529,0.7645874114918177,684079.3840000001,6648122.654999999,Sill 805,0.2832931605395631
1,5561.338222068195,3.0928641804195784,286331.69649999996,6019616.34,Sill 1,1.1905826772197925
2,2075.0136041722903,1.5151489487973278,303489.6025,6030736.715,Sill 10,0.22052835482483157
3,1612.6719141607223,1.0093095702279602,303512.24399999995,6030506.635,Sill 10,0.2156156342695894
4,16037.671550053823,4.627159790972993,458084.463,6278973.38,Sill 100,1.1292620066274046
5,11302.34565839463,3.7033015934706905,449942.0115,6291059.805,Sill 101,1.3058329523960754
6,9363.273119849886,4.144784492357188,458768.127,6297152.445,Sill 102,0.9173043652809851
7,10089.344474797286,7.850593132364121,455915.0115,6299659.725,Sill 103,1.446980807313773
8,3811.3507658411368,1.1387625734383724,440396.162,6292466.654999999,Sill 104,0.31411685329524963
9,5103.966304786689,1.4369460438175528,437659.25,6289646.890000001,Sill 105,0.3115432866342027
10,9722.879132795362,2.9107647304721205,441509.5935,6295372.605,Sill 106,0.7095943787137751
11,15875.473499034924,5.015589384745419,438833.071,6308080.34,Sill 107,2.3289294839269443
12,3440.5196643567997,3.5217700169240764,449736.3705,6317539.49,Sill 108,1.2357565382218079
13,10604.322478739266,4.615212959818111,446482.407,6313485.755000001,Sill 109,0.8172397358806789
14,2011.662780742548,2.492472930189222,476775.52749999997,6248112.89,Sill 11,0.3682925622095867
15,7548.480153098821,4.2049129839493,466151.51249999995,6272906.025,Sill 110,0.6575462336333571
16,4962.343495577568,0.5391666728084216,210381.804,5682361.3100000005,Sill 111,0.14862846654583972
17,5031.0949704677005,0.5758678716570593,210408.50449999998,5682308.275,Sill 111,0.15091760305776558
18,14247.080679320647,1.2337193617542752,210246.755,5674370.245,Sill 112,0.6717062331900696
19,3781.3398705682694,3.68737001983555,429837.36250000005,6208568.165,Sill 113,0.5376385552630372
20,3584.8497886163623,4.05857899244934,412320.855,6190975.11,Sill 114,1.1166188405674595
21,4616.787678456165,3.9093436438396987,407669.292,6186245.035,Sill 115,0.4116335540873477
22,15053.160420086835,2.973252079999162,391850.054,6169960.949999999,Sill 116,0.6165126495891693
23,8123.766169104195,2.8933831418452973,394396.15650000004,6172605.3,Sill 117,0.5741874703520922
24,10234.968300666547,3.172185146705955,382855.5715,6160462.7,Sill 118,0.39750400212862536
25,3288.757466415253,4.14928926681074,370264.38,6147360.220000001,Sill 119,0.5913049283845431
26,4466.757419617036,1.8236465145184257,478543.564,6245972.955,Sill 12,0.7659484842775377
27,3036.560979281609,4.358828687161653,375829.506,6153158.15,Sill 120,0.7795518552415754
28,2727.8301931235396,3.7664450884520546,415293.826,6194303.19,Sill 121,0.22581409043920964
29,2935.6294860904654,4.079927596079816,427511.83400000003,6206911.235,Sill 122,0.5713333223267032
30,3978.3239089552094,3.143517100469503,420625.479,6199699.890000001,Sill 123,0.256799203890834
38,1111.8931428090057,1.038846729950877,479504.7375,6245506.7,Sill 13,0.4135874493149114
49,1737.3776352664936,2.894351750566894,480992.627,6244079.779999999,Sill 14,0.5683607627511837
52,3818.371911278107,0.7820110231846065,93357.70915,6190888.835,Sill 141,0.33963091279583507
54,3762.8765904233073,2.1581376406535853,409294.596,6136435.640000001,Sill 143,0.3695760282782681
55,8784.173388431023,2.532935064962581,399590.683,6128424.845000001,Sill 144,0.8341368702152523
56,2112.692310384103,1.1983282108345166,415068.25899999996,6147210.65,Sill 145,0.20112918389405066
57,2736.5316591774904,1.9757507955261124,412477.2635,6149691.52,Sill 146,0.2670172960736905
58,19647.96291260367,3.493219024184291,415757.6975,6163827.07,Sill 147,0.8976289600814056
59,4242.910830797107,1.0305219712053972,419485.80299999996,6150576.605,Sill 148,0.4273506874150024
60,3990.6418178233976,1.1298808716861357,419558.70050000004,6150506.91,Sill 148,0.49673129184285525
61,2250.3297334614685,2.4502341859270618,387156.0125,6130524.295,Sill 149,0.315975067675621
62,20089.114706663695,3.2510983543527456,457952.8295,6245751.915,Sill 15,1.6690926168559157
63,2937.3001787832723,1.8570946349935784,390783.5455,6134256.95,Sill 150,0.4599664282958835
64,4085.6233452539345,2.3854617026630622,428406.198,6172936.65,Sill 151,0.48393234266405005
65,13619.498887123693,3.517436848831318,401536.0,6147035.555,Sill 152,0.7758136409977423
66,6758.751251828563,3.0664226582868794,405846.64300000004,6150516.875,Sill 153,0.4353773053805936
67,6638.898552329395,2.4606313779426685,364896.119,6081240.8149999995,Sill 154,0.8852262518621883
68,11512.282648016373,3.5941589877919093,361814.948,6078896.154999999,Sill 155,1.8960363002266467
69,2671.1334838918606,1.635666700607388,361249.2685,6074328.970000001,Sill 156,0.3873582436573806
71,7111.074506516766,1.778079435452392,351817.778,6083206.465,Sill 158,0.7626579195830219
73,15837.404509400681,1.4712955490988833,453304.25,6245584.29,Sill 16,1.0332960436128271
74,3111.4453241418414,2.7777825107622425,349285.356,6076918.64,Sill 160,0.13430642002801463
75,3937.7909440473,1.0504656388816411,365232.9325,6082212.88,Sill 161,0.14762388031583462
76,11317.64116325943,3.6776470986007443,372491.22750000004,6089514.285,Sill 162,0.9443083043900593
77,7486.217199194644,2.9063141110509667,365084.9135,6096306.205,Sill 163,1.1813218551052191
78,4921.352158658287,2.384555979876048,367662.31149999995,6093839.55,Sill 164,1.1845660533829547
79,2882.02784558511,4.974247767030882,361202.4425,6099961.875,Sill 165,0.19065636465970304
80,13004.712514097406,3.911150655480063,366664.602,6094774.0600000005,Sill 166,2.4027572688204155
82,5185.766832570481,2.494332958309145,404158.38450000004,6122820.755,Sill 168,0.7645426090176486
84,18057.996273497014,2.5807531580361385,446573.8075,6234425.38,Sill 17,1.1425337163628901
85,2486.1163454669336,2.852763278643528,410744.713,6129681.37,Sill 170,0.6453809874502641
86,4388.003239857322,0.8426877581660619,417224.445,6136609.355,Sill 171,0.5720589541346182
87,2548.5950667003576,0.5362323549888337,420502.5205,6139864.029999999,Sill 172,0.47859566079761834
88,2683.961451044912,3.0915679922816697,435322.493,6198027.865,Sill 173,0.47258586808749836
89,1937.7963445420494,2.435901810223763,283532.2665,6021986.03,Sill 174,0.752349073040133
90,3198.5938922008645,5.453730145158924,326321.67350000003,6059227.92,Sill 175,0.8460647133094072
91,1802.237527741698,4.501426350894163,329167.59400000004,6056654.82,Sill 176,0.8730565626639732
92,2788.5728935468255,4.266214578770436,330695.475,6055221.63,Sill 177,0.8528962825886097
93,2452.161637648576,6.041270679271245,330443.91500000004,6055456.54,Sill 178,0.9854208017858719
94,4387.329725680662,6.290935574854873,339325.931,6062124.220000001,Sill 179,1.4319533239537732
95,4236.72692904566,2.3738612930645324,339810.043,6061708.58,Sill 180,0.6742886792596778
96,7656.075622199417,5.744273993493058,339964.32700000005,6070526.84,Sill 181,1.7673399813901463
97,3118.9721832398873,2.7841081667388976,338582.816,6071744.029999999,Sill 182,0.6340097737169441
98,5487.8414082316895,4.196418654926597,343793.6575,6074495.275,Sill 183,1.0258095442759387
99,5390.352197957519,3.486752925960342,346128.831,6079966.994999999,Sill 184,0.6739937788251003
100,5837.872076100543,3.3348441852831896,355012.335,6088255.425000001,Sill 185,0.7925464593451141
101,4246.133777198691,5.762137518676121,359944.7705,6083585.825,Sill 186,0.6811258961579219
102,9984.937789841943,4.985248468041316,362622.361,6089989.0,Sill 187,1.150560184190839
103,2835.9642357740604,2.325429391028818,366994.67350000003,6085847.195,Sill 188,0.3597885086503023
104,1025.535740966371,1.6410743670363117,368503.953,6084415.01,Sill 189,0.8909852830025171
105,13150.14487300026,3.036826830043651,458233.429,6224044.525,Sill 19,2.1676771468310494
106,2160.0747367509684,2.82169323016904,365167.2035,6104250.415,Sill 190,0.5615394517378398
107,3248.7642323641285,3.1416407393671766,367392.4915,6102155.5600000005,Sill 191,0.4707162101410911
108,2210.336298982346,4.277861633278871,369279.575,6100378.095000001,Sill 192,0.887569205284739
109,11082.167619856313,3.7446423630415233,368496.458,6101115.5649999995,Sill 193,1.1970786996196723
110,7472.196607058712,2.940959327232888,376085.7725,6095308.755000001,Sill 194,0.6912934883952495
111,3261.4828136789897,2.1734542936038785,380229.70900000003,6090027.375,Sill 195,0.6568704001732568
112,5510.188563642935,3.1948297665305194,374271.31,6104392.615,Sill 197,0.7187774874497306
113,4368.259239484098,2.695092891428051,370465.826,6108010.395,Sill 198,0.35282078573672226
114,8690.595136020445,1.3564378969879485,376935.0325,6109156.449999999,Sill 199,0.251185614537635
115,4848.827609994334,1.1445300577251678,405264.8175,6131490.98,Sill 2,0.5507048987764908
116,9532.747337767993,2.3125044457160677,447573.3935,6225291.395,Sill 20,1.5403622489258662
117,2546.70878288994,4.112609970327022,373970.7585,6111806.050000001,Sill 200,0.2094533712196074
118,2169.3498627587146,2.7967096485895935,372323.1655,6113392.08,Sill 201,0.5839829835538524
119,6694.028843607048,3.2459611562957296,374354.7485,6111557.45,Sill 202,0.3705535143060139
120,5658.916623719234,3.3716992169672872,382526.7255,6121479.66,Sill 203,0.16017975376378812
122,17209.523358272487,2.047958156596618,412200.055,6154485.465,Sill 205,0.9584896466444319
123,4855.328420580855,2.3125445964678706,416446.471,6153395.91,Sill 206,0.20877183700450797
124,1999.2913372368341,2.818801860566012,419969.60349999997,6172966.3149999995,Sill 207,0.4107361960246747
125,9664.712640845395,4.818434299517033,447150.088,6217800.585,Sill 208,2.0560126875749773
126,6484.073248230404,3.194124837849616,437826.79099999997,6207370.475,Sill 209,1.2179882293367004
127,6997.570341241616,4.354103707634175,442667.75950000004,6215576.54,Sill 21,1.3234574144521685
128,6302.591061727125,2.432947929393489,441871.796,6221842.61,Sill 210,0.7138658167001497
129,9882.391388517504,1.6682366831773332,456689.53099999996,6217265.415,Sill 211,0.4803054714277637
130,10812.080185126564,2.16426625071022,452525.88899999997,6220039.6,Sill 212,1.4633441167224654
131,7049.969885530449,4.493212569698126,440995.614,6201683.985,Sill 213,1.9447814480478578
132,7640.63974784955,2.670905266430533,463296.7295,6246420.07,Sill 214,0.5344433204250283
133,5372.3394392483015,2.8141912127985083,461747.78500000003,6222730.1850000005,Sill 215,2.0583913510623475
134,17794.693442206895,2.452259304712341,273744.7855,5526139.73,Sill 216,1.65992709178592
135,10258.966345831144,1.0506264906786245,238012.79200000002,5721364.07,Sill 217,0.3978454708630945
136,5553.805177959071,4.398161983161407,273349.1805,5733126.595000001,Sill 218,0.4749322715073454
137,2735.980395453232,1.7405722943052562,424981.06700000004,6160544.8,Sill 219,0.2398972691389576
138,3723.581714883016,2.5518466981935335,445185.14249999996,6213146.71,Sill 22,0.9206397572438751
139,3335.9623736317003,6.152508805816464,466927.3125,6245098.67,Sill 220,0.9608243499729481
140,2051.6464035008244,0.3563277582051484,403103.125,6133552.625,Sill 221,0.23833886765930862
141,1299.507692781833,0.6884238584523854,407451.0,6129437.58,Sill 222,0.08008767486824242
142,5847.723705514109,1.9764413500595697,369910.328,6087086.995,Sill 223,0.11494614944100956
143,2337.5509601098447,0.8306537114399568,129068.4065,5988557.115,Sill 224,0.28383857274154056
144,2824.845581755323,2.2940439772331103,129632.5655,5987913.05,Sill 225,0.5909220207515204
145,13600.106844145583,1.3063962393036834,402703.55649999995,6144853.3100000005,Sill 226,0.870165672806215
146,3425.2797969306807,4.562616104590229,282491.7295,6046133.215,Sill 227,0.2652618225597081
147,2840.151472764193,5.531936992716261,283695.095,6035430.535,Sill 228,0.37847523094137436
148,863.4012226705175,0.6854984395430412,284752.90150000004,6026175.725,Sill 229,0.18076958644462549
149,19872.363587009713,4.617368593086062,447420.6125,6213670.095000001,Sill 23,2.238694202371132
150,1225.1362036530677,3.415686730082267,284873.24450000003,6025151.0649999995,Sill 230,0.2118328523108861
151,15278.75158670546,6.43142816523731,460683.1185,6296551.904999999,Sill 231,1.7179606676033208
152,22803.088006401893,3.3152783969878215,460739.97849999997,6330042.855,Sill 232,0.7860789876443741
153,3982.891720173347,2.254057205044071,465875.8025,6335241.375,Sill 233,0.1949083321835965
154,6454.549113601986,2.6786148493825737,431192.29150000005,6211175.345,Sill 234,1.1187209871656607
155,5710.666718413956,3.304470814165803,439104.909,6343897.720000001,Sill 235,0.6882996308835576
156,10121.238123149125,5.6019040474377375,444423.2165,6339113.03,Sill 236,1.1439213968745578
157,3586.078060252282,2.891796754187168,442580.5625,6340773.67,Sill 237,0.2446661800695331
158,3649.8657271057236,4.544279435015602,447476.5045,6336396.295,Sill 238,1.1177673110353643
159,28911.711852286044,4.181802864114456,444620.152,6325896.895,Sill 239,1.096549789094433
160,4775.667900837419,3.8627600452661444,436459.56149999995,6200989.4399999995,Sill 24,0.9428191380105111
161,6647.214652560755,2.4499504654467996,459313.26300000004,6313378.545,Sill 240,1.0113375156796347
162,3449.764921585674,5.126527140737486,79662.31495,5927077.76,Sill 241,0.165918242212868
163,2149.865898681134,2.6581971847021997,237985.7515,6023011.395,Sill 242,0.9244795108226336
164,2124.946628247847,2.017853200414347,238237.1,6018869.035,Sill 243,0.1562433423160141
165,11699.759138811669,6.674168122750539,314653.48199999996,6060971.1850000005,Sill 244,2.013870462287774
166,2937.199772212783,2.27963115583461,300300.5185,6628535.0,Sill 245,0.297712806504681
167,10794.698464294377,5.360461620318968,305560.002,6601569.9350000005,Sill 246,1.4348972519354888
169,3156.332066533507,4.801968364792407,307563.0935,6628346.91,Sill 248,0.6636544565815328
170,7017.907544978113,0.8497600812753395,309773.7105,6631387.605,Sill 249,0.6935306365723839
171,6859.621342369079,3.932373464875165,441998.5175,6195760.93,Sill 25,1.2138721400761217
172,2237.1934569688005,2.4668070426735573,254100.16499999998,6523674.98,Sill 250,0.4109509911357887
173,9119.453525056753,2.698007203033648,258445.3335,6538592.335,Sill 251,0.9508362777857124
175,4564.405719295844,2.8364457537026273,265497.01749999996,6585993.074999999,Sill 253,0.6366338285013251
177,3975.2037674951407,1.4839267123921043,273124.712,6529083.46,Sill 255,0.9001078979703925
180,5949.1705066773075,1.8133868497746537,277314.87450000003,6525900.49,Sill 258,0.47643492147520816
181,3249.4714466845953,2.157699847745237,275275.851,6527472.15,Sill 259,0.32767612654403755
183,4037.5289998921426,1.268270472238184,278995.9695,6486502.82,Sill 261,0.49849386260525574
184,11887.021911102667,3.783338828292171,291842.4325,6476247.9350000005,Sill 262,0.5202513363374774
186,6461.96023129411,1.4420722936377186,288717.95149999997,6478745.505,Sill 264,0.44585749716102163
187,4587.437618237821,3.7697266336588804,296980.632,6472145.865,Sill 265,0.7423905523261083
188,4497.302332372215,4.666198046156532,302645.77150000003,6467573.859999999,Sill 266,0.3312803489904059
189,7423.542657033323,2.1396022557179974,300789.4245,6469074.46,Sill 267,1.3439724837188511
190,5474.984940578573,2.6635512317663452,249984.9075,6509457.24,Sill 268,0.3217556185454087
191,5273.444346444806,2.6838853204621254,425992.7065,6183563.91,Sill 27,0.39728550868902346
192,2849.4043472979292,1.7195991706172373,289760.47,6442238.890000001,Sill 270,0.827785300261959
193,6412.497891003198,4.523438158932032,288740.9845,6443077.255,Sill 272,1.106929013176356
194,3887.3209890624344,1.5925097517327607,288589.717,6443146.01,Sill 273,0.5112245991438207
195,3100.799381164322,2.725782374168504,287727.3685,6443839.494999999,Sill 274,0.9166623995543743
196,4561.917668604036,1.5931880231589783,284842.49600000004,6446126.05,Sill 275,1.1310132491541662
197,2449.9036839031073,1.0487933661090225,276955.681,6452283.705,Sill 276,0.9124672274547839
200,9087.064052163609,4.266576218015,270840.88049999997,6457215.654999999,Sill 279,2.137646484034761
201,6262.146524060765,1.8027144347021,426069.734,6167710.53,Sill 28,0.8703252396014376
202,5212.393336689728,3.510256436715542,271527.9305,6456673.9399999995,Sill 280,1.2893226242481695
203,1812.44002966595,1.8345017706363949,269641.963,6458198.24,Sill 281,0.3800306538468894
204,1712.4779921146298,1.81635391743364,273035.58900000004,6455457.105,Sill 282,0.5171975979295702
205,749.9879082356628,0.3413105499525527,273826.804,6454815.385,Sill 283,0.19834176264810732
208,2587.351981766323,1.131955810554945,250430.1645,6473283.404999999,Sill 286,0.21384868973690296
212,2774.1090543991386,1.9580954325079905,422746.794,6170373.86,Sill 29,0.4734656767672383
213,3824.8631699407138,1.5205647091919126,250475.4185,6473249.87,Sill 290,0.9613469516255142
214,4650.2821878100385,2.228119597444593,246017.9855,6476782.3149999995,Sill 291,0.3811764166233478
215,2424.8921105253557,1.2749061972303268,275021.5625,6453847.78,Sill 292,0.32995091135092414
216,749.9645756763032,2.0732373068170302,275031.2535,6453839.88,Sill 293,0.10281170881592572
217,3562.7987842848092,1.0183338029706448,281891.80000000005,6448419.625,Sill 294,0.17612431718720523
218,5177.24926481107,1.6131517007275744,273308.275,6427359.859999999,Sill 295,0.46169955207458013
220,3801.221852991082,1.9209499948597537,276139.89,6425178.285,Sill 298,0.2538947117383634
222,2760.851477352093,0.7979509170855991,409177.9,6127818.5,Sill 3,0.07625889483602244
223,2748.3706458228785,1.0208418909300496,409173.3445,6127822.765,Sill 3,0.12095769490443309
224,4986.492584390457,2.5342245291115577,419652.974,6159065.3149999995,Sill 30,0.7505754677895222
226,4522.519101622571,1.5491829509470085,291875.1545,6413021.795,Sill 301,0.269777396532042
227,5050.352597789555,2.7350580936283926,289257.921,6415049.1899999995,Sill 302,0.7233888634181858
228,3002.400234043352,2.4490765861306376,298494.139,6407893.215,Sill 303,0.08392216563676413
229,5499.602698741122,2.457500719586064,295234.895,6410421.48,Sill 304,0.4881693266585079
230,8561.231663059318,1.5841486885556946,317981.056,6392805.825,Sill 305,0.20411607708573642
231,10289.256320334438,1.9385058742151937,310167.12450000003,6398865.015,Sill 306,0.7924027121749564
232,5912.316054424068,2.7076639494530745,295388.38300000003,6410302.27,Sill 307,1.3009117149901075
234,5351.056148998708,3.3174606011004766,300936.819,6406003.395,Sill 309,1.0293150097046802
235,5485.556762564442,3.186805490318237,415774.7795,6162802.82,Sill 31,0.6032647047555137
237,4935.516263282587,2.0273431984763017,287722.3125,6416220.845,Sill 311,0.3945347147971603
238,10675.866111412002,2.229494266287845,280912.7155,6421502.609999999,Sill 312,0.5850477623812114
