midpoint_x midpoint_y bathy grav mag name diameter emplacement_depth transgressive_height
-9.81679532248 57.0221915132 2015.68628966 66.2062398527 -72.7987033603 Sill1170 8012.92685453 5.13959911043 1.29090063989
-10.2936013199 57.198091834 2257.90712982 52.4528960222 -118.727344236 Sill1171 11755.7991718 3.16077598536 0.743781607476
-10.6513884414 57.3335564799 2274.78128809 75.6118354909 0.965644797199 Sill1172 4287.58192178 1.38423199816 0.301840675877
-10.2529434084 57.1939857738 2250.77162073 51.7855770666 -135.542882945 Sill1173 10601.111679 2.12153928575 0.684544613858
-10.1466037765 57.5993479992 2014.11708188 52.9723457352 -74.970112142 Sill1174 5400.8343448 4.95093856857 0.910644968005
-10.0268109096 57.6872218722 1960.89135872 40.2559246095 75.0661241668 Sill1175 8486.23526053 4.45704100962 0.620074046513
-10.1286350168 57.6124650941 2007.59071269 51.2938272802 -31.1962223881 Sill1176 5100.04001755 1.97232682124 0.499054701194
-10.0603209526 57.6625912459 1974.86851551 43.8330969931 51.3554496179 Sill1177 6949.7259337 1.73038698398 0.450283210393
-10.3127732269 57.5468917045 2096.3740072 62.5851839465 -160.420452198 Sill1178 16056.0835395 2.86977386831 1.61836344791
-10.193073317 57.526014913 2037.94661997 56.941700137 -162.481406118 Sill1179 8048.32295143 2.14038548966 0.677977490304
-10.5520657707 57.2995281315 2234.41581243 66.1895323874 -10.0331545949 Sill1180 7238.99546668 1.57138720172 0.528069165265
-10.2716353523 57.4540302514 2108.24801323 59.3610950351 -171.346727107 Sill1181 13521.0504704 3.75694549025 0.501463379209
-10.3806444892 57.4270675971 2179.68581246 63.55094058 -137.13693111 Sill1182 5762.22416583 2.6863268583 0.664211693634
-9.95100302404 57.7441346835 1715.99509716 34.7558625422 122.541377138 Sill1183 12175.1749598 2.14438605832 0.623280156638
-10.5172128353 57.1576395071 2307.21747996 62.806955407 -35.3420574824 Sill1185 7818.16923585 2.30490054691 0.55394575272
-10.9186723044 56.8467489249 2394.68727456 74.9139102833 -169.278330299 Sill1186 3321.45851846 1.26321266883 0.0678158685255
-10.8784540208 56.8787202116 2388.54285609 74.9862823119 -169.056330293 Sill1187 3590.33439159 0.925351431763 0.160894812904
-10.4534573165 57.0477737907 2275.80169535 64.4124300497 -64.2064403695 Sill1188 2082.1202988 1.60520303592 0.0972995915085
-10.4409259931 57.0566656892 2277.00182818 63.4439480862 -53.6891328769 Sill1189 4503.07967852 2.95808634623 0.283126474177
-10.0985380726 56.9074000429 2092.15424915 61.801980775 -31.4703416922 Sill1190 10991.0800383 4.84698879081 1.63674556465
-9.83088139225 57.1412532349 2035.05785513 59.0590304657 -98.5557689306 Sill1192 4047.87950845 4.04973655822 0.62273644961
-10.0425617971 56.8046445084 2031.90940718 62.166614517 -69.7096869033 Sill1193 11982.7701639 1.34506652656 0.373132942285
-10.4222585677 56.8813291011 2219.91731439 70.6575983252 -71.9663577494 Sill1194 5362.95316958 3.2374712957 0.485635800059
-10.3315691191 56.8626811247 2159.91057222 69.4848499083 -38.1620520389 Sill1195 3269.18961384 3.00465089049 0.509817902381
-10.3217459889 56.860812168 2154.04412199 69.2439494488 -36.5942108549 Sill1196 8867.97684411 3.70770767893 0.417883496564
-9.3121864267 56.653158106 1170.10991203 65.3794795962 -72.899393326 Sill1197 1632.70540458 1.94019390444 0.155246561045
-9.06295492281 56.5973068758 387.30461024 45.2940025196 -46.5302308931 Sill1198 2109.04047523 0.929396036339 0.159623732639
-10.0803546553 56.8120963579 2030.91822692 62.7402634191 -70.8278926894 Sill1199 5925.91243406 3.46590611304 0.387813191964
-10.0478911146 56.8056153754 2032.44077979 62.2562775579 -69.9250167728 Sill1200 7414.46888367 3.1423865522 0.523252026673
-10.1626499644 56.8284385194 2050.3812223 65.8490552739 -61.6462582907 Sill1201 2931.00228484 3.43143517229 0.253017932366
-10.2372140471 56.8435736667 2109.37104592 67.9545280116 -42.3408921817 Sill1202 8825.97175588 2.50514665587 0.407679720474
-10.8437733232 56.9749279847 2371.46860025 70.1861545994 -64.4173709986 Sill1203 4874.94937274 3.70982858359 1.0212874641
-11.1664123748 57.0391809682 2336.93240166 74.574118501 NaN Sill1204 3109.77420389 1.12248775964 0.134298281671
-10.2805559074 56.6918590641 2133.82580207 83.4907837756 -64.5607853965 Sill1205 7895.49727838 2.21723887974 0.172686764895
-10.2497984107 56.6807409932 2126.13528974 85.1744620434 -82.6682969009 Sill1206 4087.26346462 1.59344423304 0.180746697543
-10.2449832969 56.6789591494 2124.46111332 85.4173091171 -83.0358727494 Sill1207 2075.37478546 0.791041099235 0.166650033532
-10.2444274245 56.6788915236 2124.20240192 85.4194665793 -83.0088979151 Sill1208 5237.90439037 2.77622470281 0.396177031059
-10.5954385503 56.8063732549 2273.55603244 73.4027391237 -42.1256279806 Sill1209 8135.54243648 4.27607818632 0.70385072589
-10.649699978 56.8255743735 2304.34885174 74.2104917798 -95.9922692906 Sill1210 3449.74277141 5.35096592921 0.599428319387
-10.7842228685 56.8716884119 2370.82114583 73.8205626119 -178.815142873 Sill1211 2962.43175056 4.40529036232 0.371395666151
-10.554917603 56.7920716705 2255.28228688 72.4166097014 -6.77014744854 Sill1222 4522.66546055 4.66677514174 0.270185560081
-10.6435930453 56.8234089951 2301.14448933 74.2193341946 -91.3724535095 Sill1223 8486.66410146 6.19839367497 0.616729221759
-10.7727847571 56.8678369238 2367.98962889 73.9494740056 -172.093653633 Sill1226 5724.47183606 0.8734217497 0.244642456702
-10.4843693078 56.7658027577 2222.10642056 72.8323998436 -10.9036587829 Sill1229 625.178552022 1.47448797946 0.0414258976373
-10.4550480905 56.7551195595 2213.54855426 73.5771468733 -10.7839393279 Sill1230 800.536776171 1.11633148044 0.0793593243717
-9.56245412611 56.5518611082 1397.81986809 80.6111958483 -87.0195974738 Sill1231 12713.6429227 3.61483790023 1.17237229065
-9.54009230403 56.5440729909 1369.42089688 78.1230890564 -109.85732596 Sill1232 8138.9236382 5.06086790822 0.842846119911
-9.78417538043 56.6309993556 1730.81893803 77.7343573966 -45.7200363722 Sill1233 4872.43353826 3.51177929878 0.289188717148
-9.7881990759 56.6324278793 1736.9401073 77.3031767355 -48.4230408733 Sill1234 4759.74339196 1.05556032108 0.35129754912
-10.0654329274 56.7344644694 2023.34280186 66.7430672932 -55.3946662964 Sill1235 4755.0605584 3.1643145351 1.50065535691
-9.90728633885 56.6776933781 1929.24292693 68.2066076436 -83.9164009038 Sill1236 2577.29349597 1.97155329821 0.442704474597
-9.87200412934 56.6631062912 1851.66011985 69.5025752547 -69.3865733296 Sill1237 4240.22923133 1.10428474963 0.498490538213
-9.83760996905 56.6497312499 1800.91732476 72.603821419 -67.1246346216 Sill1238 2371.93404791 1.99766161299 0.153145197824
-10.1025582228 56.7469804346 2037.96535724 67.8860679022 -71.2568872086 Sill1239 5203.09050754 2.37261059369 0.811451209746
-10.3269721939 56.8216565235 2153.63738076 70.3089751334 -33.3065013167 Sill1240 2545.39199062 1.66929202278 0.148889679486
-10.1952739854 56.7778658225 2064.85264409 69.6528322815 -71.322926238 Sill1241 11956.569462 3.4216680597 0.831529300105
-10.1250646423 56.7545448953 2045.04973766 68.622352168 -77.3247619916 Sill1242 4176.15412483 4.22021391653 0.888040127234
-10.4319545419 56.8587271724 2223.14799636 71.2057509492 -63.186015311 Sill1243 6837.79133612 3.7705247675 0.640034616791
-10.6794841674 56.9460102751 2344.50106073 72.17167438 -131.654764591 Sill1244 3629.41997973 1.50463278119 0.109904218901
-10.3858108108 56.8425140239 2193.22004996 70.9234489405 -42.7554225657 Sill1245 2831.10804692 1.86119809929 0.285215759287
-10.4633324056 56.8697793411 2236.86982796 71.5194013298 -76.6202250075 Sill1246 7930.27343777 2.98327176918 0.152033385931
-10.6459530447 56.934091325 2334.57610989 72.568298899 -128.31352525 Sill1247 5893.30976159 5.50624155643 0.359767110387
-10.3395434761 56.8260893575 2160.49781368 70.2570124115 -33.2392474267 Sill1248 3796.48699457 2.93104629785 0.638537483074
-10.0636753098 56.7338912645 2022.66887779 66.6994337475 -54.6149853596 Sill1249 3278.65690581 4.26322167704 0.434784885403
-9.94815163912 56.6932776983 1979.53456975 67.1027097435 -78.1651320035 Sill1250 4474.8045219 1.34094422928 0.196087977368
