-7.31788466739	58.9533953568	-140.096551454
-7.3180602212	58.9534689711	-139.937326718
-7.31823577578	58.9535425853	-139.77830244
-7.31837488769	58.9536230423	-139.593039393
-7.31855044373	58.953696656	-139.43440467
-7.31872600053	58.9537702696	-139.275990898
-7.31886710506	58.953841826	-139.115594157
-7.31904266329	58.9539154391	-138.957605534
-7.31922021274	58.9539801519	-138.824173909
-7.31936131916	58.9540517079	-138.664348037
-7.31953687954	58.9541253203	-138.507061101
-7.31971045031	58.9542078327	-138.325735562
-7.31986878547	58.9542804165	-138.167763422
-7.3200271213	58.954353	-138.010026688
-7.32020268466	58.9544266117	-137.853792306
-7.32036102187	58.9544991949	-137.696564061
-7.32051935976	58.9545717779	-137.53958929
-7.32069691544	58.9546364887	-137.408470155
-7.3208724817	58.9547100995	-137.253391016
-7.32101359458	58.9547816538	-137.095873014
-7.32118717225	58.9548641643	-136.917141133
-7.32136274074	58.9549377745	-136.762997951
-7.32152108278	58.9550103564	-136.607742825
-7.3216794255	58.955082938	-136.452776854
-7.32183776889	58.9551555195	-136.297892015
-7.32201334028	58.9552291289	-136.144521132
-7.32217367486	58.9552928098	-136.013979722
-7.32233202027	58.9553653908	-135.859145833
-7.32250560407	58.9554478997	-135.681524342
-7.3226639509	58.9555204802	-135.526711505
-7.32282229841	58.9555930606	-135.37192155
-7.32299787417	58.9556666687	-135.218824122
-7.32315622306	58.9557392487	-135.064122313
-7.32331457262	58.9558118285	-134.909461829
-7.32349015057	58.955885436	-134.756590379
-7.32366572928	58.9559590432	-134.603828082
-7.32380685314	58.9560305947	-134.447582477
-7.32398243328	58.9561042015	-134.294999715
-7.32414078628	58.9561767804	-134.140692091
-7.32429913996	58.9562493591	-133.986464123
-7.32447472228	58.9563229653	-133.834234365
-7.32463307734	58.9563955436	-133.680213935
-7.32479143308	58.9564681217	-133.526293314
-7.32496701759	58.9565417273	-133.374483299
-7.32512537471	58.9566143051	-133.220812459
-7.32528174339	58.9566957828	-133.04238137
-7.32545733012	58.9567693878	-132.89103192
-7.32561568934	58.956841965	-132.737749739
-7.32579127755	58.9569155695	-132.586778518
-7.32595162711	58.9569792461	-132.458809146
-7.32610998835	58.9570518228	-132.306033804
-7.32628557871	58.9571254267	-132.155698933
-7.32644394133	58.9571980029	-132.003294294
-7.32660230462	58.957270579	-131.851068864
-7.32677590839	58.9573530825	-131.676302766
-7.3269342731	58.9574256582	-131.524471491
-7.32709263849	58.9574982337	-131.372843184
-7.32727022193	58.9575629361	-131.249113902
-7.32742858867	58.9576355112	-131.097975746
-7.32758695608	58.9577080862	-130.947063832
-7.327762553	58.9577816882	-130.799011614
-7.32793815068	58.95785529	-130.651287125
-7.32807730277	58.9579357374	-130.473172197
-7.32825290192	58.9580093388	-130.326016508
-7.32842850182	58.95808294	-130.179217627
-7.32857163275	58.9581455864	-130.052464108
-7.32874723404	58.9582191872	-129.906334268
-7.32892283609	58.9582927877	-129.760590656
-7.32906398054	58.9583643339	-129.609277821
-7.32923958402	58.958437934	-129.464235802
-7.32941518826	58.958511534	-129.319609608
-7.32955434647	58.9585919799	-129.143671574
-7.32972995218	58.9586655794	-128.999783724
-7.32990754673	58.9587302784	-128.881870304
-7.33008315391	58.9588038775	-128.738907516
-7.33022430288	58.9588754225	-128.589752103
-7.3303999115	58.9589490212	-128.447626174
-7.33057552087	58.9590226196	-128.305990123
-7.33073588928	58.9590862906	-128.186979403
-7.33089427043	58.9591588618	-128.042770189
-7.33106789413	58.95924136	-127.876919878
-7.3312262767	58.9593139308	-127.733557887
-7.33138465995	58.9593865014	-127.590471288
-7.33156027369	58.9594600986	-127.451353597
-7.331720646	58.9595237685	-127.334514013
-7.33189626118	58.9595973652	-127.196026861
-7.33205464717	58.9596699351	-127.054039865
-7.33221303382	58.9597425047	-126.912309107
-7.33238865119	58.9598161009	-126.774729276
-7.3325662568	58.9598807965	-126.663245392
-7.33270542794	58.9599612393	-126.492620193
-7.3328810475	58.9600348348	-126.355952891
-7.33305666781	58.9601084301	-126.219615966
-7.33321505862	58.9601809986	-126.079535701
-7.33337345011	58.960253567	-125.939716537
-7.33355105988	58.9603182613	-125.830131739
-7.3337266831	58.9603918557	-125.69505986
-7.33386784622	58.960463397	-125.551893981
-7.33404148371	58.9605458914	-125.391557424
-7.33421710916	58.9606194853	-125.25740678
-7.33437749189	58.960683152	-125.145155235
-7.33453588817	58.9607557191	-125.007302768
-7.33471151576	58.9608293123	-124.874104514
-7.33486991343	58.9609018789	-124.736827767
-7.33504752943	58.9609665712	-124.630188533
-7.33522315922	58.9610401638	-124.497990012
-7.33536432814	58.9611117035	-124.357088232
-7.33553995936	58.9611852957	-124.225509644
-7.33571559133	58.9612588876	-124.094280375
-7.33587399312	58.9613314531	-123.958774341
-7.33604962657	58.9614050446	-123.828212468
-7.33622724744	58.9614697354	-123.723964805
-7.33636842024	58.9615412742	-123.584657044
-7.33654405583	58.961614865	-123.455099607
-7.33671969219	58.9616884557	-123.325903081
-7.33689731581	58.9617531457	-123.223050364
-7.33705572241	58.9618257098	-123.089716015
-7.33721214323	58.9619071742	-122.930694558
-7.33738976894	58.9619718635	-122.828885963
-7.33754817759	58.9620444271	-122.696490459
-7.33772381833	58.9621180165	-122.56940877
-7.33789945982	58.9621916056	-122.442706799
-7.33805985683	58.9622552681	-122.337310803
-7.33823549975	58.9623288569	-122.211342448
-7.33839589805	58.962392519	-122.106620781
-7.33855431079	58.9624650814	-121.976213634
-7.33872995586	58.9625386695	-121.851348639
-7.33890758776	58.9626033568	-121.752895442
-7.33906401654	58.9626848192	-121.597525708
-7.33924164983	58.9627495061	-121.499842669
-7.33941729786	58.9628230933	-121.376555747
-7.33957571477	58.9628956546	-121.248280654
-7.33975335014	58.9629603408	-121.151799342
-7.33992900035	58.9630339274	-121.029724367
-7.34008940513	58.9630975875	-120.928574885
-7.34026505678	58.9631711737	-120.807313862
-7.34044070919	58.9632447596	-120.686485996
-7.3405838838	58.9633073935	-120.580859172
-7.34075755195	58.9633898796	-120.434827875
-7.34093519215	58.9634545643	-120.341248424
-7.34109361522	58.9635271238	-120.216384841
-7.34126927125	58.9636007087	-120.097669744
-7.34144691353	58.9636653928	-120.005404213
-7.34160533867	58.9637379517	-119.881763753
-7.34178298231	58.9638026353	-119.790381438
-7.34194339418	58.9638662933	-119.69354145
-7.34211905379	58.9639398771	-119.577082662
-7.34229669947	58.9640045601	-119.487076166
-7.34247236056	58.9640781434	-119.371586835
-7.34263277502	58.9641418006	-119.276465131
-7.3428256702	58.9642164088	-119.168050409
-7.34298410082	58.9642889662	-119.04789149
-7.34316174997	58.964353648	-118.960305467
-7.34333741473	58.9644272302	-118.847295194
-7.34349783246	58.9644908864	-118.754438638
-7.34367349865	58.9645644682	-118.642431594
-7.34385115056	58.9646291492	-118.55686283
-7.34400958528	58.9647017053	-118.439509844
-7.34418723854	58.9647663859	-118.354959748
-7.34436489249	58.9648310662	-118.270945607
-7.34452332924	58.9649036218	-118.155062902
-7.34470098454	58.9649683016	-118.072100398
-7.34487467108	58.9650507825	-117.938004004
-7.34503509462	58.9651144369	-117.849497596
-7.34521275199	58.9651791161	-117.768182658
-7.34540565872	58.9652537207	-117.6683951
-7.34556608422	58.9653173745	-117.58147171
-7.34574175915	58.9653909536	-117.476113461
-7.34590218592	58.965454607	-117.390236092
-7.34607984672	58.9655192851	-117.311806154
-7.34625552381	58.9655928636	-117.208234751
-7.34641595249	58.9656565163	-117.123985384
-7.34659361534	58.9657211937	-117.047339805
-7.34676929457	58.9657947716	-116.945615091
-7.34692972517	58.9658584238	-116.863046803
-7.34712462373	58.9659241253	-116.795474385
-7.34729832099	58.9660066031	-116.670060174
-7.34745875358	58.9660702547	-116.589289943
-7.34763443648	58.9661438314	-116.49084067
-7.3478121042	58.9662085073	-116.418679373
-7.3479725387	58.9662721582	-116.339704753
-7.34814822376	58.9663457343	-116.24327251
-7.34830865954	58.9664093848	-116.165516957
-7.34848632993	58.9664740598	-116.095975248
-7.3486792512	58.9665486598	-116.009312024
-7.34883968893	58.9666123097	-115.933497853
-7.3490173614	58.966676984	-115.866078209
-7.34919305081	58.9667505588	-115.773932939
-7.34935150675	58.9668231088	-115.674655475
-7.34952918129	58.9668877824	-115.609388897
-7.34970487289	58.9669613565	-115.519487717
-7.34988254883	58.9670260297	-115.455724639
-7.35006022545	58.9670907026	-115.392714546
-7.35022066833	58.9671543509	-115.322288173
-7.3503963628	58.9672279242	-115.235465762
-7.35057404146	58.9672925964	-115.174722539
-7.35075172079	58.9673572685	-115.11476143
-7.35092940081	58.9674219403	-115.0555905
-7.35110509819	58.9674955126	-114.97203207
-7.35126554494	58.9675591597	-114.90596213
-7.35144322699	58.9676238308	-114.84917013
-7.35163814446	58.9676895259	-114.801846208
-7.35179660997	58.9677620731	-114.712972586
-7.35197231099	58.9678356443	-114.633638216
-7.35213276096	58.9678992904	-114.571395875
-7.35231044645	58.9679639604	-114.518770699
-7.35250338457	58.9680385551	-114.450992648
-7.3526638365	58.9681022005	-114.39116409
-7.35284152406	58.9681668699	-114.341165578
-7.3530192123	58.9682315389	-114.292049746
-7.3531796661	58.9682951838	-114.234613244
-7.35337260802	58.9683697772	-114.171672042
-7.35355029833	58.9684344456	-114.125277898
-7.35371075409	58.9684980899	-114.07038628
-7.35388844572	58.9685627578	-114.02575894
-7.35406613803	58.9686274256	-113.982059527
-7.35424184843	58.9687009939	-113.914626739
-7.35441954213	58.9687656611	-113.872837966
-7.35457801857	58.9688382052	-113.79764894
-7.35477294911	58.9689038958	-113.767551135
-7.3549506449	58.9689685624	-113.728671442
-7.3551111058	58.969032205	-113.680804836
-7.35528682055	58.969105772	-113.619340216
-7.35546451837	58.9691704379	-113.5833675
-7.35564221686	58.9692351036	-113.548391709
-7.35581991604	58.969299769	-113.514420557
-7.35598038014	58.9693634106	-113.471141102
-7.35617333428	58.9694380001	-113.425222832
-7.35635103553	58.9695026649	-113.394343274
-7.35651150158	58.9695663058	-113.353952927
-7.35668920415	58.9696309701	-113.325072932
-7.3568669074	58.9696956342	-113.297240847
-7.35704461133	58.9697602981	-113.270463789
-7.3572183521	58.9698427635	-113.196587313
-7.35737882138	58.9699064034	-113.161089562
-7.35755652739	58.9699710666	-113.137513563
-7.35775147023	58.970036753	-113.126101763
-7.35791194143	58.9701003923	-113.093617182
-7.35808964947	58.9701650549	-113.073310068
-7.35826537651	58.970238618	-113.030251805
-7.35844308595	58.9703032801	-113.012194649
-7.35862079606	58.9703679419	-112.99525399
-7.35878127045	58.9704315802	-112.967877377
-7.35897621833	58.9704972648	-112.964747178
-7.35915393048	58.970561926	-112.951193283
-7.35931440679	58.9706255636	-112.926973952
-7.35950935682	58.9706912475	-112.927516099
-7.35966785305	58.9707637857	-112.881881436
-7.35984556791	58.9708284459	-112.872882582
-7.36002130218	58.9709020069	-112.841582797
-7.36019901845	58.9709666666	-112.834957174
-7.36037673539	58.9710313262	-112.829506853
-7.36055445301	58.9710959855	-112.825237678
-7.36073217131	58.9711606446	-112.822223412
-7.36090989028	58.9712253034	-112.82101662
-7.36107037301	58.971288939	-112.808898409
-7.36126533027	58.9713546204	-112.824328212
-7.36144107034	58.9714281795	-112.805630445
-7.36160155502	58.9714918145	-112.798728771
-7.36177927739	58.9715564722	-112.806810753
-7.36197423757	58.9716221526	-112.830310244
-7.36213472417	58.971685787	-112.828457867
-7.36231244857	58.971750444	-112.841988455
-7.36249017366	58.9718151008	-112.857299931
-7.36266789942	58.9718797574	-112.874374186
-7.36284364523	58.9719533147	-112.870265611
-7.36302137239	58.9720179708	-112.89084157
-7.36319711969	58.9720915277	-112.890265245
-7.36337484824	58.9721561833	-112.914266881
-7.36353533999	58.972219816	-112.925100824
-7.3637303074	58.9722854939	-112.967254452
-7.36389080042	58.9723491262	-112.981102324
-7.36406853166	58.972413781	-113.011527856
-7.36426350121	58.9724794581	-113.058897014
-7.36442399616	58.9725430898	-113.077126491
-7.36460172943	58.9726077438	-113.112257894
-7.36477946337	58.9726723976	-113.148915652
-7.364957198	58.9727370512	-113.187078339
-7.3651349333	58.9728017046	-113.226724258
-7.36531266928	58.9728663577	-113.267831744
-7.36549040594	58.9729310106	-113.310378442
-7.36566814328	58.9729956633	-113.354342009
-7.3658458813	58.9730603157	-113.399700117
-7.3660216401	58.973133869	-113.424048447
-7.36619937951	58.9731985209	-113.47215369
-7.36637711961	58.9732631727	-113.521583697
-7.36657209854	58.9733288465	-113.589153995
-7.36673260183	58.9733924755	-113.62432536
-7.36691034396	58.9734571265	-113.67758969
-7.36708808677	58.9735217773	-113.732084342
-7.36726583025	58.9735864279	-113.787785187
-7.36744357442	58.9736510783	-113.844667959
-7.36762131926	58.9737157284	-113.902708407
-7.36779906478	58.9737803783	-113.961881702
-7.36797681098	58.973845028	-114.022163074
-7.36815455786	58.9739096774	-114.083527825
-7.36833230542	58.9739743266	-114.145950667
-7.36851005366	58.9740389756	-114.209384122
-7.36868780257	58.9741036243	-114.273648687
-7.36886555217	58.9741682728	-114.338686608
-7.36904330244	58.9742329211	-114.404469312
-7.36922105339	58.9742975692	-114.470968332
-7.36939880502	58.974362217	-114.538155493
-7.36957457824	58.9744357657	-114.58387264
-7.36975233126	58.974500413	-114.652336353
-7.36993008497	58.9745650602	-114.721402277
-7.37010783935	58.9746297071	-114.791042878
-7.37028559442	58.9746943537	-114.861230366
-7.37046335016	58.9747590002	-114.931936605
-7.37064110658	58.9748236464	-115.003134543
-7.37081886367	58.9748882923	-115.07479683
-7.37099662145	58.9749529381	-115.146895886
-7.37115714071	58.9750165619	-115.200638442
-7.37135213904	58.9750822288	-115.292297922
-7.37152989885	58.9751468739	-115.365547131
-7.37170765934	58.9752115187	-115.439126912
-7.37188542051	58.9752761633	-115.513010935
-7.37204594297	58.9753397861	-115.568196149
-7.37224292336	58.9753965506	-115.684029286
-7.37242068652	58.9754611945	-115.758699213
-7.37259845037	58.9755258381	-115.833572409
-7.37277423654	58.9755993827	-115.886099517
-7.37293476219	58.9756630045	-115.942134905
-7.3731297677	58.9757286689	-116.03657966
-7.37330753429	58.9757933116	-116.11198908
-7.37346806186	58.9758569328	-116.16826344
-7.37366306952	58.9759225964	-116.263028093
-7.37382359837	58.9759862171	-116.31935378
-7.37401860747	58.9760518803	-116.414207165
-7.37419637746	58.9761165218	-116.489793089
-7.37435690823	58.9761801419	-116.546039327
-7.37455191948	58.9762458043	-116.6408471
-7.3747296915	58.9763104452	-116.716272595
-7.37490746421	58.9763750858	-116.791602675
-7.37508523759	58.9764397263	-116.86681639
-7.37524577156	58.9765033453	-116.922536497
-7.3754407864	58.9765690064	-117.016816255
-7.37561856181	58.9766336461	-117.091563195
-7.3757790977	58.9766972645	-117.146746842
-7.37597411469	58.9767629249	-117.240456588
-7.37613267426	58.9768354441	-117.27201907
-7.37632769274	58.976901104	-117.365208182
-7.37650547159	58.9769657426	-117.438765522
-7.37666601071	58.9770293599	-117.492684463
-7.37686103133	58.977095019	-117.585017585
-7.37702157173	58.977158636	-117.63833675
-7.37721659379	58.9772242946	-117.730012769
-7.37739437604	58.977288932	-117.802001198
-7.37755491835	58.9773525483	-117.854316729
-7.37774994257	58.9774182061	-117.944887435
-7.37792772685	58.9774828429	-118.015757613
-7.37810551181	58.9775474794	-118.086228692
-7.37828329745	58.9776121156	-118.15628819
-7.37844384295	58.9776757309	-118.206681364
-7.37864084777	58.9777324861	-118.318873468
-7.3788186354	58.9777971217	-118.387668863
-7.37899642372	58.977861757	-118.45600771
-7.37917421271	58.9779263922	-118.523879512
-7.37933476137	58.9779900064	-118.572126503
-7.37952979273	58.9780556617	-118.658186055
-7.37970560699	58.9781291974	-118.70060717
-7.37988339874	58.9781938316	-118.76648198
-7.38006119116	58.9782584655	-118.831848247
-7.38022174306	58.9783220788	-118.877671354
-7.38041677805	58.9783877327	-118.961027725
-7.38059457251	58.978452366	-119.024828894
-7.38077236765	58.978516999	-119.088097479
-7.38095016347	58.9785816318	-119.15082858
-7.38111071856	58.978645244	-119.194125942
-7.38130575714	58.9787108967	-119.274662674
-7.381483555	58.9787755288	-119.335759116
-7.38166135353	58.9788401607	-119.396304936
-7.38184112902	58.978895891	-119.480764756
-7.38201892887	58.9789605224	-119.540241182
-7.38219672939	58.9790251535	-119.599162725
-7.3823745306	58.9790897845	-119.657528675
-7.38255233249	58.9791544152	-119.715339846
-7.38273013505	58.9792190457	-119.772596867
